Luxembourg,2550.897638727716,2565.9864135852117,0.005915084411235412
Madagascar,1739.4839946573666,1767.5367562971087,0.016127059361226142
Malawi,1726.0381013926622,1777.7560418352014,0.029963382848159803
Malaysia,1599.5038717999769,1752.0130195099946,0.0953477827711626
Maldives,1456.1303407352489,1497.096990056157,0.0281339164323866
Mali,1837.126857034023,1860.2961368339456,0.012611692933022925
Malta,2642.296710224814,2648.822265244888,0.0024696526301616097
Mauritania,1757.6515951534473,1749.4034727944324,-0.004692694719339263
Mauritius,1796.2142592313664,1851.3612340971229,0.030701779914248557
Mexico,2171.4146037851733,2183.258385525105,0.005454408255008439
Monaco,2551.969345537289,2578.726798687434,0.010485021380423959
Mongolia,1631.4823867689631,1683.9389818368386,0.03215271920389045
Montenegro,2014.5712559035069,2046.5742406323916,0.015885754666211508
Morocco,2225.206093119743,2242.156303507916,0.0076173665174577125
Mozambique,1758.3275228555951,1823.575125645197,0.037107764020912946
Myanmar,1429.5466548607942,1465.6203200588775,0.025234339204967086
Namibia,1692.0717240690094,1737.896073121707,0.0270818006121523
Nauru,1608.4647373545351,1662.4198734182648,0.0335444942066125
Nepal,1682.974701852614,1722.3531982564682,0.023398151119268976
Netherlands,3303.1998936405957,3337.4868756853457,0.010379929507372567
New Zealand,2786.280435638889,2775.066368582444,-0.004024744570936767
Nicaragua,2023.403405947525,2059.139170849624,0.017661216145558722
Niger,1764.4144049912709,1767.4127389490982,0.0016993365897180672
Nigeria,2005.2032783718528,2030.5352216943916,0.01263310488057218
Niue,1755.0953548882048,1808.7057335095285,0.030545564645254562
North Macedonia,1878.0680604623765,1902.049747021937,0.012769338377255782
Norway,2314.377163722418,2339.899036275131,0.011027533866461001
Oman,2085.521452399335,2142.7159973230764,0.027424577607648524
Pakistan,1835.7619993405856,1844.8768758857343,0.004965173344051585
Palau,1812.6651068757824,1863.3161640121905,0.027942865421902278
Palestine,2167.450491195538,2229.6559845372726,0.02869984509192784
Panama,1921.1908875248544,1916.9455000581595,-0.00220976868788107
Papua New Guinea,1540.3742222597507,1652.2681423641347,0.07264073787227762
Paraguay,2336.482172515213,2432.6318022305454,0.04115145017855109
Peru,2481.4212806370965,2495.141649259256,0.005529237912651809
Philippines,1404.052291203487,1468.8101483666055,0.046122112095704965
Poland,1760.619298132828,1777.714194779794,0.009709592905800615
Portugal,3068.996152382083,3074.557404075641,0.0018120751598992696
Puerto Rico,2676.1505515062117,2711.8124654844964,0.013325825020648852
Qatar,2110.4870498708337,2110.085817417568,-0.00019011367697826148
Romania,1758.2624028743332,1772.7779521671962,0.008255621725820637
Russian Federation,1856.12568572854,1875.5751765497653,0.010478541927828135
Rwanda,1761.491187416804,1855.804609110537,0.05354180728661041
Samoa,1582.1148960162284,1627.40869462102,0.028628640510775533
San Marino,2632.03960322324,2608.27780107244,-0.009027904489621288
Saudi Arabia,2422.0685637181364,2438.04795419584,0.006597414588946785
Senegal,1863.3805137187376,1910.140144326236,0.02509397853162071
Serbia,2029.3790115812724,2042.937221361804,0.006680964818871929
Seychelles,1433.5663126256063,1487.0666839547987,0.037319774368306226
Sierra Leone,2063.305704294008,2045.6246631936465,-0.00856927844650703
Singapore,1745.3416905034828,1785.93534770578,0.02325828657114531
Slovakia,1822.9979857029268,1858.260712858623,0.01934326172176176
Slovenia,2036.7503104075583,2034.5759429951656,-0.0010675669969372025
Solomon Islands,1629.7582426919546,1728.5522879188477,0.06061883452340143
Somalia,1555.8204483689242,1601.3462022459114,0.029261573162067032
South Africa,1988.6505758858211,2031.6923632165688,0.021643715518788503
South Sudan,1917.089220399979,1930.442157519756,0.006965214230869749
Spain,2503.023885274405,2522.019567424505,0.0075890934408792314
Sri Lanka,1402.5628306091558,1480.6244609454614,0.05565642310826258
Sudan,2150.2576161379,2149.3133839851416,-0.00043912512885525975
Suriname,2189.5234322067777,2269.146289760894,0.03636538270516063
Sweden,2458.3863741902223,2382.6415030595304,-0.030810808230110655
Taiwan,1615.777069548114,1611.7924987913902,-0.0024660399208649114
Tajikistan,1603.8014415961377,1620.5162472937834,0.010421991939981536
Thailand,1361.428250139472,1415.320998325451,0.03958544872302881
Togo,2382.116245068345,2410.4637767151094,0.011900146227310159
Tokelau,1736.6587071651427,1793.4739780594618,0.032715277135288316
Tonga,1967.1043805123088,1991.3839642557991,0.01234280396303474
Tunisia,2599.452417192937,2646.219083634576,0.01799096845640305
Turkmenistan,1670.4401083187363,1655.982990013863,-0.008654676233453314
Tuvalu,1656.787341017813,1702.7371618546206,0.0277342901525184
Uganda,1664.2251371109064,1766.2482795250046,0.06130369031152256
Ukraine,2257.3751868994013,2328.9673948159525,0.0317148023651691
United States of America,2546.8165040138097,2542.6844107571155,-0.001622454248345694
Uruguay,2491.324158798254,2554.922023866427,0.025527735860294887
Uzbekistan,1542.663324496231,1537.8650208811464,-0.0031104023404793326
Vanuatu,1588.0520283242995,1623.6188324221864,0.022396498013617816
Yemen,1995.3627392457347,1993.060580305418,-0.0011537546006231405
Zambia,1747.0904959848078,1810.5889329199647,0.036345247759683896
Zimbabwe,1711.565023735064,1761.9825305005745,0.02945696252631227
